id_curriculo_componente;id_curriculo;id_componente_curricular;semestre_oferta;tipo_vinculo_componente;nivel_ensino;id_componente;tipo_componente;codigo;nivel;nome;unidade_responsavel;ch_teorico;ch_pratico;ch_estagio;ch_total;ch_dedicada_docente;ch_ead;cr_max_ead;permite_horario_flexivel;qtd_unidades;procedimentos_avaliacao;equivalencia;pre_requisito;co_requisito;ementa;bibliografia;objetivos;conteudo;competencias_habilidades;referencias;ano_programa;periodo_programa;modalidade;curso_componente;relacao_BES;relacao_BCC;relacao_BTI_L;relacao_BIA
133804571;133804382;55019;1;OBRIGATÓRIO;GRADUAÇÃO;55019;MÓDULO;IMD0017;G;PRÁTICAS DE LEITURA E ESCRITA EM PORTUGUÊS I;INSTITUTO METROPOLE DIGITAL;30;0;0;30;0;0;20;false;2;;( IMD0016 OU ECT1105 OU ECT2105 ) ;;;"Práticas de leitura e escrita para a área de Tecnologia da Informação, concentrando-se nos seguintes aspectos: escrita como tecnologia; leitura como processo de semiotização; discurso, texto e linguagem como dimensões inter-relacionadas.";; Desenvolver e aprimorar competências de leitura e de produção de textos escritos ;"1. Fundamentos gerais para leitura e escrita
1.1. Leitura como processo de semiotização
1.2. Informações implícitas e processos de inferenciação
1.3. Escrita como tecnologia e prática social
1.4. Noções de gênero discursivo e de sequências textuais
1.5. Considerações sobre discurso, texto e linguagem (como dimensões inter-relacionadas)

2. Organização do texto
2.1. Mecanismos de coesão
2.2. Coerência textual (fatores de coerência)
2.3. Progressão discursiva
2.4. Segmentação textual e paragrafação
3. Noções de reescrita
4. Aspectos da norma culta";;;2024;2;Presencial;TECNOLOGIA DA INFORMAÇÃO;obrigatoria;naodefinido;obrigatoria;obrigatoria
133804580;133804382;55022;2;OBRIGATÓRIO;GRADUAÇÃO;55022;MÓDULO;IMD0028;G;FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I;INSTITUTO METROPOLE DIGITAL;60;30;0;90;0;0;20;false;3;;( IMD0013 OU DIM0400 OU DIM0115 ) ;( IMD0019 ) OU ( IMD1001 E IMD1002 ) ;;"Conteúdo transversal: a linguagem da matemática; estratégias básicas de argumentação e demonstração; Indução e recursão sobre os naturais. Sistemas de Numeração. Representação computacional de números. Divisibilidade. Números primos, Aritmética modular. Contagem. Relações de recorrência. ";;Capacitar o aluno a compreender e utilizar adequadamente a linguagem, os conceitos e os fundamentos de matemática. Capacitar ao aluno a operar com números em diversas representações, aritmética modular, problemas de contagem e relações de recorrência. ;"0. Conteúdo transversal: (i) a linguagem da matemática (variáveis,
conjuntos, relações, funções, conectivos lógicos) ; (ii) estratégias
básicas de argumentação e demonstração (asserções condicionais e suas
recíprocas, modus ponens e transitividade do condicional, condições
necessárias e suficientes, asserções universais e suas rejeições por
contra-exemplo, contrapositivas, demonstrações por casos e por redução
ao absurdo); (iii) indução (simples e completa) e boa ordem nos
naturais

1. Sistemas de numeração. Bases posicionais notáveis: binário, octal,
duodecimal, hexadecimal, sexagesimal. Aritmética. Conversão entre
bases. Aplicações: bits e bytes

2. Representação computacional de números. Inteiros: representação
sinalizada, complemento-de-dois. Racionais e irracionais:
representações finitas e infinitas, em diferentes bases numéricas.
Sistemas de ponto flutuante, erros absoluto e relativo, ulps.
Problemas: não fechamento aritmético, perda de propriedades
aritméticas

3. Aritmética modular. Divisibilidade. Congruências e resíduos:
operações e propriedades. Teorema de Euler e pequeno teorema de
Fermat. Teorema chinês dos restos. Aplicações: calendários ; dígitos
de verificação ; testes de primalidade

4. Elementos de Teoria dos Números. Teorema Fundamental da
Aritmética. Infinidade dos primos. Aplicações: algoritmos para
divisão ; MDC ; encriptação

5. Relações de recorrência & recursão sobre os naturais. Sequências
finitas e infinitas, definições recursivas. Séries, somatórios,
produtórios. Elementos mínimos e quocientes. Outros exemplos:
fatorial, fibonacci, juros compostos. Funções geradoras e soluções
explícitas de relações de recorrência. Aplicações: correção e
terminação de algoritmos (pré- e pós-condições, invariantes de laço)

6. Contagem. Arranjos, permutações, combinações com e sem repetição.
Regras de adição e de multiplicação, regra de inclusão-exclusão.
Princípio da casa do pombo. Fórmula de Pascal e teorema do binômio de
Newton. Aplicações: partições ; colorações ; elementos de
probabilidade ";;;2024;2;Presencial;TECNOLOGIA DA INFORMAÇÃO;obrigatoria;equivalente;obrigatoria;naodefinido
134044494;134044403;59736;0;OPTATIVO;GRADUAÇÃO;59736;MÓDULO;IMD0106;G;TÓPICOS ESPECIAIS EM TECNOLOGIA DA INFORMAÇÃO VII;INSTITUTO METROPOLE DIGITAL;60;0;0;60;0;0;20;false;3;;;;;Variável, de acordo com o tópico escolhido.;;A definir;A definir;;;2023;2;Presencial;TECNOLOGIA DA INFORMAÇÃO;naodefinido;naodefinido;optativa;naodefinido
133798023;133797961;52990;0;OPTATIVO;GRADUAÇÃO;52990;MÓDULO;DIM0611;G;COMPILADORES;DEPARTAMENTO DE INFORMÁTICA E MATEMÁTICA APLICADA;60;30;0;90;90;0;20;true;3;;( DIM0442 ) ;( DIM0437 E DIM0606 ) ;;"Introdução à compilação. Fases da compilação. Gramáticas, linguagens e autômatos. Linguagens regulares e livres de contexto. Ambigüidade. Relações sobre gramáticas. Análise sintática ascendente e descendente. Análise léxica. Lex e Yacc. Tabelas de símbolos. Análise semântica e geração de código para uma máquinia virtual. Introdução à otimização de código.

";;OS CONTEÚDOS DESTE CAMPO SERÃO PREENCHIDOS NO FUTURO;OS CONTEÚDOS DESTE CAMPO SERÃO PREENCHIDOS NO FUTURO;;;2023;2;Presencial;CIÊNCIA DA COMPUTAÇÃO;naodefinido;equivalente;optativa;naodefinido
134044457;134044403;2054921;0;OPTATIVO;GRADUAÇÃO;2054921;DISCIPLINA;DIM0517;G;GERÊNCIA DE CONFIGURAÇÃO E MUDANÇAS;DEPARTAMENTO DE INFORMÁTICA E MATEMÁTICA APLICADA;60;0;0;60;0;0;20;false;3;;;DIM0116 OU IMD0040 OU DIM0176 ;;Introdução à gerência de configuração de software. Conceitos básicos. Processos e atividades de gerência de con-figuração. Identificação e controle de itens de configuração. Controle de versões e definição de linhas base (base-lines). Integração das atividades de gerência de configuração com outras fases e atividades do desenvolvimento. Ferramentas para gerência de configuração e mudanças. Gerência de configuração para diferentes contextos: desenvolvimento distribuído de software, desenvolvimento ágil (integração contínua), etc. Princípios e boas práti-cas de gerência de configuração. ;;"	Discutir as principais abordagens utilizadas para gerência de configurações e mudanças na Engenharia de Software
	Identificar benefícios e limitações de cada abordagem frente a diferentes contextos de desenvolvimento de software
	Adquirir conhecimentos práticos e teóricos sobre a gerência de configuração de mudanças
	Realizar estudos de caso sobre abordagens de gerência de configuração e mudanças
	Compreender aspectos do gerenciamento de riscos de projeto e garantia de qualidade

COMPETÊNCIAS E HABILIDADES
Desenvolver competências e habilidades relacionadas a comunicação, trabalho em equipe, assertividade, gerenciamento de tempo, pensamento crítico, planejamento e estimativa, gerenciamento de riscos, gestão de projeto e gestão de mudanças";"	Conceitos introdutórios
	Padrões de gerência de configuração
	Controle de versão
	Gerência de mudanças
	Ferramentas de automação de build
	Integração contínua
	Entrega contínua
	Gerenciamento de riscos
	Garantia de qualidade
";;;2024;1;Presencial;;obrigatoria;optativa;optativa;naodefinido
133795228;133795010;55022;2;OBRIGATÓRIO;GRADUAÇÃO;55022;MÓDULO;IMD0028;G;FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I;INSTITUTO METROPOLE DIGITAL;60;30;0;90;0;0;20;false;3;;( IMD0013 OU DIM0400 OU DIM0115 ) ;( IMD0019 ) OU ( IMD1001 E IMD1002 ) ;;"Conteúdo transversal: a linguagem da matemática; estratégias básicas de argumentação e demonstração; Indução e recursão sobre os naturais. Sistemas de Numeração. Representação computacional de números. Divisibilidade. Números primos, Aritmética modular. Contagem. Relações de recorrência. ";;Capacitar o aluno a compreender e utilizar adequadamente a linguagem, os conceitos e os fundamentos de matemática. Capacitar ao aluno a operar com números em diversas representações, aritmética modular, problemas de contagem e relações de recorrência. ;"0. Conteúdo transversal: (i) a linguagem da matemática (variáveis,
conjuntos, relações, funções, conectivos lógicos) ; (ii) estratégias
básicas de argumentação e demonstração (asserções condicionais e suas
recíprocas, modus ponens e transitividade do condicional, condições
necessárias e suficientes, asserções universais e suas rejeições por
contra-exemplo, contrapositivas, demonstrações por casos e por redução
ao absurdo); (iii) indução (simples e completa) e boa ordem nos
naturais

1. Sistemas de numeração. Bases posicionais notáveis: binário, octal,
duodecimal, hexadecimal, sexagesimal. Aritmética. Conversão entre
bases. Aplicações: bits e bytes

2. Representação computacional de números. Inteiros: representação
sinalizada, complemento-de-dois. Racionais e irracionais:
representações finitas e infinitas, em diferentes bases numéricas.
Sistemas de ponto flutuante, erros absoluto e relativo, ulps.
Problemas: não fechamento aritmético, perda de propriedades
aritméticas

3. Aritmética modular. Divisibilidade. Congruências e resíduos:
operações e propriedades. Teorema de Euler e pequeno teorema de
Fermat. Teorema chinês dos restos. Aplicações: calendários ; dígitos
de verificação ; testes de primalidade

4. Elementos de Teoria dos Números. Teorema Fundamental da
Aritmética. Infinidade dos primos. Aplicações: algoritmos para
divisão ; MDC ; encriptação

5. Relações de recorrência & recursão sobre os naturais. Sequências
finitas e infinitas, definições recursivas. Séries, somatórios,
produtórios. Elementos mínimos e quocientes. Outros exemplos:
fatorial, fibonacci, juros compostos. Funções geradoras e soluções
explícitas de relações de recorrência. Aplicações: correção e
terminação de algoritmos (pré- e pós-condições, invariantes de laço)

6. Contagem. Arranjos, permutações, combinações com e sem repetição.
Regras de adição e de multiplicação, regra de inclusão-exclusão.
Princípio da casa do pombo. Fórmula de Pascal e teorema do binômio de
Newton. Aplicações: partições ; colorações ; elementos de
probabilidade ";;;2024;2;Presencial;TECNOLOGIA DA INFORMAÇÃO;obrigatoria;equivalente;obrigatoria;naodefinido
175222057;165191073;26918;0;OPTATIVO;GRADUAÇÃO;26918;DISCIPLINA;DIM0093;G;TOPICOS ESPECIAIS EM COMPUTACAO IV;DEPARTAMENTO DE INFORMÁTICA E MATEMÁTICA APLICADA;30;0;0;30;0;0;20;true;3;;;;;"Este componente cobre temas de Computação não contemplados em
outros componentes curriculares, podendo variar a cada oferta de turma.
A área de Computação é extremamente dinâmica e requer que, além de
um conjunto fixo de componentes obrigatórios e optativos com ementa
pré-definida, se tenha a flexibilidade de oferecer ao aluno exposição a
temas inovadores e de tendências atuais que, mais tarde, após algum
amadurecimento, podem vir a ser introduzidos como componentes
optativos. Para permitir que o aluno participe de turmas de diferentes
temas, no mesmo ou em diferentes semestres, é necessário termos um
conjunto de códigos para que temas diferentes sejam oferecidos com
códigos diferentes pela coordenação do curso de forma rotativa ao longo
do tempo. Este é o quarto componente de 30 horas-aula desta sequência.";;O Programa será adicionado posteriormente;O Programa será adicionado posteriormente;O Programa será adicionado posteriormente;;2016;1;Presencial;;optativa;optativa;optativa;naodefinido
133804490;133804382;55036;0;OPTATIVO;GRADUAÇÃO;55036;MÓDULO;IMD0319;G;TEORIA DE CIRCUITOS ELÉTRICOS;INSTITUTO METROPOLE DIGITAL;60;0;0;60;0;0;20;true;3;;( DCA0105 ) ;( IMD0024 OU ECT1113 ) ;;Classificação e componentes de circuitos. Leis de Kirchoff. Uso das leis de Kirchhoff na análise de circuitos. Principais teoremas dos circuitos: Superposição, de Thévenin e de Norton. Diagramas de blocos e de fluxo de sinal. Análise de circuitos. Modelagem de circuitos por equações de estado. Análise de circuitos em regime permanente senoidal. Análise topológica. ;;a definir;a definir;a definir;;2014;2;Presencial;TECNOLOGIA DA INFORMAÇÃO;naodefinido;naodefinido;optativa;naodefinido
178738278;178736047;80489;3;OBRIGATÓRIO;GRADUAÇÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133799110;133797961;69613;0;OPTATIVO;GRADUAÇÃO;69613;MÓDULO;IMD1102;G;OTIMIZAÇÃO HEURÍSTICA;INSTITUTO METROPOLE DIGITAL;30;30;0;60;0;0;20;true;3;;DIM0140 ;( IMD0040 OU DCA3303 OU DCA1202 ) ;;Busca como um problema de otimização. Técnicas heurísticas e suas aplicações. Análise empírica de algoritmos heurísticos. Busca local e metaheurísticas: projeto, configuração e aplicações. Variantes de metaheurísticas: hibridização e paralelização. Variantes de problemas: múltiplos objetivos, informação dinâmica e/ou incerta.;;;;;;;;Presencial;;optativaNova;equivalente;optativa;naodefinido
165191086;165191073;76374;0;OPTATIVO;GRADUAÇÃO;76374;ATIVIDADE;DIM0153;G;CONEXÃO INICIAL COM O ENSINO BÁSICO;DEPARTAMENTO DE INFORMÁTICA E MATEMÁTICA APLICADA;0;0;0;30;15;0;20;true;3;;;( DIM0151 ) ;;"Desenvolvimento de prática extensionista. Produção de material didático e de apresentação de áudio e vídeo. Prática de ensino e apresentação a alunos de ensino básico. Atividades compatíveis com inserção mínima em Ciência da Computação de técnicas básicas de algoritmos e programação 
";;A definir;A definir;;;2024;2;Presencial;;naodefinido;optativa;naodefinido;naodefinido
133804494;133804382;55094;0;OPTATIVO;GRADUAÇÃO;55094;ATIVIDADE;IMD0324;G;PROJETO INTEGRADO I;INSTITUTO METROPOLE DIGITAL;30;0;0;60;30;0;20;false;1;;;;;Definição e estudo bibliográfico de um projeto integrador, baseado em problema, em tema inserido no contexto do curso de sistemas embarcados.;;a definir;a definir;a definir;;2014;1;Presencial;;naodefinido;naodefinido;optativa;naodefinido
175914741;134044403;72732;0;OPTATIVO;GRADUAÇÃO;72732;MÓDULO;IMD1315;G;TÓPICOS ESPECIAIS EM INOVAÇÃO E EMPREENDEDORISMO F;INSTITUTO METROPOLE DIGITAL;60;0;0;60;0;0;20;true;3;;;;;Tópicos relacionados a inovação e empreendedorismo.;;;;;;;;Presencial;;optativaNova;naodefinido;optativa;naodefinido
134044414;134044403;62382;0;OPTATIVO;GRADUAÇÃO;62382;MÓDULO;DBQ0048;G;FUNDAMENTOS DE BIOQUÍMICA E BIOLOGIA MOLECULAR;DEPARTAMENTO DE BIOQUÍMICA;75;15;0;90;0;0;20;true;3;;;;;Água, pH, tampões. A célula. Proteínas: Estrutura e Função. Enzimas. Carboidratos: Estrutura e Função. Lipídeos e Membranas Biológicas. Nucleotídeos e ácidos nucléicos. Princípios de Bioenergética e Introdução ao Metabolismo. Respiração Aeróbica (Via glicolítica e Fermentação) e anaeróbica (Ciclo do ácido cítrico e Fosforilação oxidativa). Fotossíntese. Metabolismo de Lipídeos. Metabolismo dos Aminoácidos. Princípios de Regulação Hormonal. Metabolismo do DNA. Metabolismo do RNA. Metabolismo das Proteínas. Regulação da Expressão Gênica. Métodos de Biologia Molecular. Tecnologias do DNA recombinante.;;"- Construir uma formação em conceitos e fundamentos básicos de Bioquímica e Metabolismo, assim com das técnicas de biologia molecular e da biotecnologia, que habilitem os profissionais de TI a analisar dados biológicos de tecnologias de larga-escala e a trabalhar com simulações computacionais de biomoléculas e de sistemas biológicos.
- Trabalhar as informações básicas com os atuais bancos de dados e ferramentas disponíveis, para análise e interpretação de dados biológicos de dados biológicos.
";"A água e os sistemas biológicos:
Soluções-tampão e tampões biológicos.
A Célula e Divisão Celular.
Introdução a Biomoléculas:
Aminoácidos e Proteínas.
Funções e Níveis Estruturais.
Bancos de dados de informação e estrutura proteicas.
Manipulação computacional de estruturas proteicas.
Arquivos pdb.
Carboidratos.
Estrutura e Função.
Bancos de dados de estruturas de carboidratos.
Simulações computacionais de Interações entre Carboidratos-Proteínas.
Lipídeos.
Estrutura e Função
Bancos de dados de estrutura lipídica.
Nucleotídeos e Ácidos Nucléicos
Estrutura e Interações.
Simulações estruturais.
Introdução ao Metabolismo
Bancos de dados de Vias Metabólicas
Produção de Energia nos seres vivos
Respiração Anaeróbica e Aeróbica.
Oxidações Biológicas.
Fotossíntese.
Vias de Informação
Replicação, Transcrição e Biossíntese de Proteínas
Regulação da Expressão Gênica
Mecanismos de Sinalização Biológica
Fundamentos das Técnicas de Biologia Molecular
PCR, Sequenciamento de Ácidos Nucléicos, Clonagem, Edição de genes, etc.";;;2024;2;Presencial;;naodefinido;naodefinido;optativa;naodefinido
133797970;133797961;62382;0;OPTATIVO;GRADUAÇÃO;62382;MÓDULO;DBQ0048;G;FUNDAMENTOS DE BIOQUÍMICA E BIOLOGIA MOLECULAR;DEPARTAMENTO DE BIOQUÍMICA;75;15;0;90;0;0;20;true;3;;;;;Água, pH, tampões. A célula. Proteínas: Estrutura e Função. Enzimas. Carboidratos: Estrutura e Função. Lipídeos e Membranas Biológicas. Nucleotídeos e ácidos nucléicos. Princípios de Bioenergética e Introdução ao Metabolismo. Respiração Aeróbica (Via glicolítica e Fermentação) e anaeróbica (Ciclo do ácido cítrico e Fosforilação oxidativa). Fotossíntese. Metabolismo de Lipídeos. Metabolismo dos Aminoácidos. Princípios de Regulação Hormonal. Metabolismo do DNA. Metabolismo do RNA. Metabolismo das Proteínas. Regulação da Expressão Gênica. Métodos de Biologia Molecular. Tecnologias do DNA recombinante.;;"- Construir uma formação em conceitos e fundamentos básicos de Bioquímica e Metabolismo, assim com das técnicas de biologia molecular e da biotecnologia, que habilitem os profissionais de TI a analisar dados biológicos de tecnologias de larga-escala e a trabalhar com simulações computacionais de biomoléculas e de sistemas biológicos.
- Trabalhar as informações básicas com os atuais bancos de dados e ferramentas disponíveis, para análise e interpretação de dados biológicos de dados biológicos.
";"A água e os sistemas biológicos:
Soluções-tampão e tampões biológicos.
A Célula e Divisão Celular.
Introdução a Biomoléculas:
Aminoácidos e Proteínas.
Funções e Níveis Estruturais.
Bancos de dados de informação e estrutura proteicas.
Manipulação computacional de estruturas proteicas.
Arquivos pdb.
Carboidratos.
Estrutura e Função.
Bancos de dados de estruturas de carboidratos.
Simulações computacionais de Interações entre Carboidratos-Proteínas.
Lipídeos.
Estrutura e Função
Bancos de dados de estrutura lipídica.
Nucleotídeos e Ácidos Nucléicos
Estrutura e Interações.
Simulações estruturais.
Introdução ao Metabolismo
Bancos de dados de Vias Metabólicas
Produção de Energia nos seres vivos
Respiração Anaeróbica e Aeróbica.
Oxidações Biológicas.
Fotossíntese.
Vias de Informação
Replicação, Transcrição e Biossíntese de Proteínas
Regulação da Expressão Gênica
Mecanismos de Sinalização Biológica
Fundamentos das Técnicas de Biologia Molecular
PCR, Sequenciamento de Ácidos Nucléicos, Clonagem, Edição de genes, etc.";;;2024;2;Presencial;;naodefinido;naodefinido;optativa;naodefinido
171836073;171836029;69601;0;OPTATIVO;GRADUAÇÃO;69601;MÓDULO;IMD0607;G;MODELAGEM E SIMULAÇÃO COMPUTACIONAL;INSTITUTO METROPOLE DIGITAL;30;30;0;60;0;0;20;true;3;;;;;"1.	Filosofia da ciência e princípios teóricos de modelagem e simulação;
2.	Princípios de metodologia científica;
3.	Princípios teóricos de sistemas complexos;
4.	Granularidade na análise de sistemas;
5.	Aspectos de cálculo numérico aplicado a simulação computacional;
6.	Modelagem baseada em eventos;
7.	Modelos de sistemas dinâmicos lineares e não-lineares;
8.	Modelagem baseada em agentes;
9.	Modelagem estrutural;
10.	Modelos determinísticos e estocásticos;
11.	Exemplos de aplicações práticas de modelagem e simulação computacional; 
12.	Projeto de modelagem e simulação computacional.";;Introduzir aos alunos os conceitos e técnicas de modelagem e simulação computacional.;"""1.	Filosofia da ciência e princípios teóricos de modelagem e simulação; 
2.	Princípios de metodologia científica; 
3. Princípios teóricos de sistemas complexos; 
4.	Granularidade na análise de sistemas; 
5.	Aspectos de cálculo numérico aplicado a simulação computacional; 
6.	Modelagem baseada em eventos; 
7.	Modelos de sistemas dinâmicos lineares e não-lineares; 
8.	Modelagem baseada em agentes; 
9.	Modelagem estrutural; 
10.	Modelos determinísticos e estocásticos; 
11.	Exemplos de aplicações práticas de modelagem e simulação computacional; 
12.	Projeto de modelagem e simulação computacional.""";;;2023;2;Presencial;;naodefinido;optativa;optativa;naodefinido
133795177;133795010;52697;0;OPTATIVO;GRADUAÇÃO;52697;MÓDULO;IMD0510;G;ACESSIBILIDADE DIGITAL;INSTITUTO METROPOLE DIGITAL;45;15;0;60;0;0;20;true;3;;;;;"Capacidades humanas de percepção, cognição, aprendizagem e movimento envolvidos na interação humano-computador. Conceituação, legislação e importância em diferentes domínios: educação, saúde, sistemas de informação, etc.;  princípios, recomendações e normas da acessibilidade; Tecnologias assistivas: conceito, tipos, desenvolvimento; Acessibilidade no design de IHC";;Analisar características humanas empregadas na interação com sistemas computacionais, para compreender, projetar e avaliar o uso de sistemas computacionais por pessoas com diferentes capacidades e limitações. Em particular, esta disciplina busca estudar como pessoas deficientes (visuais, auditivos, etc.) podem interagir com sistemas computacionais (computadores, smartphones, caixas automáticos, etc.).;"Conceitos Básicos: interação, interface, usabilidade, experiência de uso, comunicabilidade
Acessibilidade: conceito, legislação e importância em diferentes domínios: educação, governo eletrônicos, etc.
Tecnologias Assistivas (software + hardware)
Acessibilidade no projeto de interface com usuário de sistemas computacionais
Acessibilidade na avaliação de interface com usuário de sistemas computacionais
";;;2024;1;Presencial;TECNOLOGIA DA INFORMAÇÃO;naodefinido;naodefinido;optativa;optativa
178736831;178736047;52681;0;OPTATIVO;GRADUAÇÃO;52681;MÓDULO;IMD0411;G;INTRODUÇÃO À GOVERNANÇA E GESTÃO DE TI;INSTITUTO METROPOLE DIGITAL;60;0;0;60;0;0;20;true;3;;;IMD0405 ;;"Fundamentos de Governança de Tecnologia da Informação; Planejamento Estratégico; Investimentos em Tecnologia da Informação; Introdução ao COBIT; Introdução ao ITIL; Contratos em Tecnologia da Informação; Métricas de Contratação de Software;";;a definir;a definir;;;2021;2;Presencial;TECNOLOGIA DA INFORMAÇÃO;optativaNova;naodefinido;optativa;optativa
133804525;133804382;52690;0;OPTATIVO;GRADUAÇÃO;52690;MÓDULO;IMD0502;G;PROCESSO DE DESENVOLVIMENTO DE SOFTWARE EDUCACIONAL;INSTITUTO METROPOLE DIGITAL;60;0;0;60;0;0;20;true;3;;( DIM0510 ) ;;;"Ciclos de vida de desenvolvimento de software, com enfoque pedagógico e de interação humano-computador; Conceitos básicos de metodologias orientadas a objetos para projeto de software; Conceitos básicos de teste de software; Tipos de teste.";;a definir;a definir;;;2023;1;Presencial;TECNOLOGIA DA INFORMAÇÃO;optativaNova;naodefinido;optativa;naodefinido
139932351;134044403;69618;0;OPTATIVO;GRADUAÇÃO;69618;MÓDULO;IMD1107;G;PROCESSAMENTO DE LINGUAGEM NATURAL;INSTITUTO METROPOLE DIGITAL;45;15;0;60;0;0;20;true;3;;( DIM0135 ) ;IMD1101 ;;"1.	Overview sobre os desafios de PLN.
2.	Corpos linguísticos anotados para Inglês e Português, aprendizado supervisionado e avaliação da eficácia.
3.	Módulos, componentes, tarefas de um sistema de PLN: pré-processamento; processamento ao nível das palavras; processamento ao nível das estruturas sintáticas ou de dependências; processamento ao nível semântico, pragmático, de discurso, resolução de correferência.
4.	Técnicas de Aprendizado de Máquina para Processamento de Linguagem Natural
5.	Representações distribuídas para palavras (vector space models, word embeddings)
Aplicações de PLN: os tópicos poderão variar a cada semestre; candidatos típicos são: NER (named-entity recognition), extração de tópicos relevantes e classificação de documentos, análise de sentimento, sistemas de recomendação, Q&A (perguntas e respostas), aconselhadores ortográficos e sintáticos, tradução (semi-) automática, sumarização, inferência textual, reconhecedores de estilo, outros tópicos Recuperação e Extração de Informações  IR/IE";;A definir;A definir;;;2024;2;Presencial;;optativaNova;equivalente;optativa;obrigatoria
181665824;181661632;80405;3;OBRIGATÓRIO;GRADUAÇÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133795096;133795010;61103;0;OPTATIVO;GRADUAÇÃO;61103;MÓDULO;IMD0231;G;TÓPICOS ESPECIAIS EM SISTEMAS EMBARCADOS B;INSTITUTO METROPOLE DIGITAL;60;0;0;60;0;0;20;true;3;;;;;A definir.;;;;;;;;Presencial;TECNOLOGIA DA INFORMAÇÃO;naodefinido;naodefinido;optativa;naodefinido
133804408;133804382;2054904;0;OPTATIVO;GRADUAÇÃO;2054904;DISCIPLINA;DIM0501;G;BOAS PRÁTICAS DE PROGRAMAÇÃO;DEPARTAMENTO DE INFORMÁTICA E MATEMÁTICA APLICADA;0;30;0;30;0;0;20;false;3;;;( DIM0120 OU IMD0030 OU DIM0176 OU DCA3303 OU DCA1202 ) ;;Organização de código em classes e pacotes. Critérios de qualidade de rotinas. Programação defensiva. Programa-ção com pseudo-código. Padrões de comentários, nomenclatura de elementos de programas e formatação de pro-gramas. Uso de tipos de dados fundamentais, ponteiros, estruturas e arranjos. Organização de estruturas de con-trole de código. Automação do processo de compilação. Automação de testes. Análise de cobertura do código. A-nálise experimental de desempenho e detecção de gargalos. Técnicas de depuração, depuração de memória.;;"	Ressaltar a importância da aplicação de boas práticas de programação, com vistas ao desenvolvimento de software de qualidade
	Apresentar e exercitar boas práticas de programação a serem adotadas no desenvolvimento de software

COMPETÊNCIAS E HABILIDADES
	Compreender a necessidade de se adotar boas práticas de programação como um dos principais aspectos para promover qualidade no desenvolvimento de software
	Conscientizar-se acerca de vícios comumente praticados no desenvolvimento de software
	Aplicar técnicas e boas práticas de programação para o projeto e desenvolvimento de software estruturado, organizado e com qualidade
";"	Motivação para boas práticas em programação
	Qualidade no projeto e construção de software
	Organização de instruções em código fonte
	Nomenclatura em código fonte
	Documentação de código fonte
	Métricas de software
	Programação Defensiva
	Teste de software
	Depuração
	Desempenho e otimização de código
	Anomalias de código
	Dívida técnica
	Refatoração
";;;2024;2;Presencial;;obrigatoria;obrigatoria;optativa;optativa
171836053;171836029;77524;0;OPTATIVO;GRADUAÇÃO;77524;MÓDULO;ECT3412;G;MECÂNICA DOS SÓLIDOS;ESCOLA DE CIÊNCIAS E TECNOLOGIA;0;0;0;54;0;0;20;true;3;;CIV0411 OU MEC0359 OU ECT2412 ;ECT3307 ;;Análise Estrutural. Esforços Internos. Propriedades Mecânicas dos Materiais. Solicitação Axial. Solicitação ao corte. Solicitação à Flexão. Solicitação à Torção.;;"- Capacidade de identificar, avaliar e resolver problemas, enfrentar desafios e responder a novas demandas da sociedade contemporânea;
- Capacidade de atuar em áreas de fronteira e interfaces de diferentes disciplinas e campos de saber;
- Capacidade de utilizar tanto tecnologias clássicas quanto novas, de modo que formem a base das atividades profissionais;
- Formular e conceber soluções desejáveis de engenharia, analisando e compreendendo os usuários dessas soluções e seu contexto;
- Analisar e compreender os fenômenos físicos e químicos por meio de modelos simbólicos, físicos e outros, verificados e validados por
experimentação;
- Conceber, projetar e analisar sistemas, produtos, componentes ou processos;
- Implantar, supervisionar e controlar as soluções de Engenharia.";Análise Estrutural. Esforços Internos. Propriedades Mecânicas dos Materiais. Solicitação Axial. Solicitação ao corte. Solicitação à Flexão. Solicitação à Torção.;;;2024;2;Presencial;;naodefinido;naodefinido;naodefinido;naodefinido
